Product name,Unit Cost,SubCategory ID,Brand,Product ID
"Naturin Pack of 3-Tandoori Mayo 290g, Achaari Mayo 290g...",399,Subcat21,Naturin,FUR-CH-10004969
FUNFOODS by Dr. Oetker Veg Mayonnaise Original 400 gm +...,370,Subcat21,Fun Food,OFF-BI-10001984
Hellmann's Chunky Burger Sauce 250ml 250 ml,799,Subcat21,Hellmann's,OFF-EN-10004571
"Naturin Mayo Original, Pack of 2 | 100% Vegetarian Mayo...",219,Subcat21,Naturin,OFF-PA-10002524
VEEBA Eggless Mayonnaise 1 kg,260,Subcat21,Veeba Eggless,OFF-IBI-10003541
K3 Masala Tandoori Mayonnaise.(Pack of 1) 100 g,188,Subcat21,K3 Masala,FUR-FU-10004018
FUNFOODS by Dr. Oetker VEG MAYONNAISE ORIGINAL 875G 875...,300,Subcat21,Fun Food,TEC-AC-10000398
Del Monte EGG-LESS MAYONNAISE PACK OF 5 (1 KG EACH) 5 k...,1000,Subcat21,Del Monte,TEC-PH-10001615
VEEBA EGGLESS MAYONNAISE 250 GM 250 g,98,Subcat21,Veeba Eggless,TEC-AC-10000097
FUNFOODS by Dr. Oetker FUNFODDS VEG MAYONNAISE ORIGINAL...,258,Subcat21,Fun Food,OFF-FA-10002895
FUNFOODS by Dr. Oetker GARLIC 100 g,215,Subcat21,Fun Food,OFF-LA-10002674
Amul MAYONNAISE 450 g,125,Subcat21,Amul,OFF-EAT-10003338
FUN FOOD Mayonnaise Green Mint 500 g,228,Subcat21,Fun Food,OFF-BI-10000070
FUNFOODS by Dr. Oetker Veg Mayonnaise Orignal 250 Gram ...,242,Subcat21,Fun Food,OFF-ST-10001707
FUN FOOD Veg Mayonnaise Orignal 250 g,153,Subcat21,Fun Food,TEC-PH-10001552
FUNFOODS by Dr. Oetker Chocolate Peanut Butter 400g - P...,527,Subcat21,Fun Food,TEC-PH-10001750
FUNFOODS by Dr. Oetker FF veg mayonnaise garlic 250 gm ...,144,Subcat21,Fun Food,TEC-AC-10000023
FUNFOODS VEG MAYONNAISE ORIGINAL & PASTA & PIZZA SAUCE ...,241,Subcat21,Fun Food,OFF-LA-10001569
FUNFOODS by Dr. Oetker Veg mayonnaise olive Oil 250 gra...,156,Subcat21,Fun Food,FUR-HAR-10001144
Hellmann's Hot Garllic Chilli Sauce 256g 256 g,799,Subcat21,Hellmann's,OFF-BIC-10002270
FUNFOODS by Dr. Oetker Veg Mayonnaise Orignal 250 Gram ...,152,Subcat21,Fun Food,OFF-LA-10004745
FUNFOODS by Dr. Oetker VEG MAYONNAISE 875. GM 875 g,285,Subcat21,Fun Food,FUR-FU-10001126
Hellmann's Roasted Garlic Mayonnaise 250ml 250 ml,699,Subcat21,Hellmann's,FUR-FU-10004313
SUHANA Pure Cow Ghee Plastic Bottle Ghee 400 ml Plastic...,339,Subcat22,SUHANA,OFF-BI-10001098
Vachan Desi Ghee 1 L Plastic Bottle,650,Subcat22,Vachan,OFF-AR-10004986
AASHIRVAAD Svasti Pure Cow Ghee 1 L Plastic Bottle,710,Subcat22,AASHIRVAAD,OFF-BI-10004980
AASHIRVAAD Pure Cow Ghee 750 ml Tetrapack,465,Subcat22,AASHIRVAAD,OFF-FA-10003885
Indicow A2 Cow Ghee 500ml Ghee 500 ml Plastic Bottle,484,Subcat22,Indicow,FUR-FU-10003605
LILADHAR Desi Ghee with Rich Aroma | Boosts Immunity | ...,409,Subcat22,LILADHAR,FUR-CH-10001044
Vedic Ghee Kesariya Farm Gir Cow's Pure A2 Ghee (1ltr) ...,950,Subcat22,Vedic,FUR-BO-10003272
Ketofy A2 Cow Ghee | Contains Beta-Casein Protein | Nou...,699,Subcat22,Ketofy,TEC-CO-10002269
Gavyamart Indian A2 Cow Ghee 100% Pure Non GMO - Made o...,999,Subcat22,Gavyamart,OFF-BI-10003616
"Anveshan A2 Ghee, 500 ml, Made From Desi Cow Milk by Tr...",999,Subcat22,Anveshan,OFF-ST-10000872
Vedic Ghee Kesariya Farm Gir Cow's Pure A2 Ghee 250 ml ...,545,Subcat22,Vedic,FUR-DAN-10002967
Anveshan A2 Vedic Bilona Cow Ghee 5-Litres in Tin Can (...,998,Subcat22,Anveshan,TEC-HP -10003618
Anveshan A2 Ghee Made From Desi Cow Milk by Traditional...,999,Subcat22,Anveshan,FUR-ADV-10004971
"Gavyamart Vedic Bilona Ghee in Pantry, 100% Pure Kankre...",800,Subcat22,Gavyamart,TEC-CO-10004813
BOLDVEDA A2 Ghee - Desi Gir Cow Ghee Pure & Natural Han...,799,Subcat22,BOLDVEDA,TEC-MA-10004143
Anveshan A2 Ghee Made From Desi Cow Milk by Traditional...,999,Subcat22,Anveshan,OFF-PA-10003115
Naturewell Desi Buffalo Ghee (Helps Reduces Joint Pain ...,553,Subcat22,Naturewell,FUR-CH-10004754
BOLDVEDA A2 Ghee - Desi Gir Cow Ghee Pure & Natural Mad...,525,Subcat22,BOLDVEDA,OFF-BI-10000734
Nutralite DoodhShakti Pure Ghee 1 L Carton,624,Subcat22,Nutralite,TEC-AC-10003628
Naturewell Organics Desi Cow Ghee Pure & Natural Hand M...,699,Subcat22,Naturewell,OFF-PA-10002923
Kapiva A2 Desi Ghee (Helps Reduces Joint Pain and Impro...,199,Subcat22,Kapiva,TEC-AC-10001267
Ananda Ghee 900 ml Tetrapack,675,Subcat22,Ananda,FUR-FU-10003849
Gavyamart Indian A2 Cow Ghee 100% Pure Non GMO - Made o...,998,Subcat22,Gavyamart,TEC-MA-10000261
Healthy Roots 100% Pure A2 Pure Desi Ghee 500ml Traditi...,849,Subcat22,Healthy,OFF-AR-10003012
Gavyamart Indian A2 Cow Ghee 100% Pure Non GMO - Made o...,800,Subcat22,Gavyamart,OFF-BI-10000050
UNIBIC Vanilla Delight Cream Filled75 g,54,Subcat23,UNIBIC,FUR-FU-10001588
Sunfeast Dark Fantasy Choco Fills Cream Filled300 g,113,Subcat23,Sunfeast,OFF-LA-10003644
"BRITANNIA Tiger Krunch Chocochips Sweet & Salty400 g, Pack of 4",53,Subcat23,BRITANNIA,FUR-FU-10002759
UNIBIC Cashew Badam Cookies500 g,75,Subcat23,UNIBIC,OFF-LA-10000634
Sunfeast 5 Grain Digestive Biscuit High Fiber800 g,105,Subcat23,Sunfeast,TEC-AC-10004203
"Sunfeast Rich Taste Marie Biscuit1 kg, Pack of 10",93,Subcat23,Sunfeast,FUR-HON-10000339
BRITANNIA Nutrichoice Sugar Free Cracker Salted Biscuit300 g,47,Subcat23,BRITANNIA,OFF-LA-10004918
"UNIBIC Assorted Cookies450 g, Pack of 6",104,Subcat23,UNIBIC,OFF-BI-10002047
Sunfeast Dark Fantasy Choco Nut Cream Filled75 g,34,Subcat23,Sunfeast,OFF-AR-10000940
"BRITANNIA Good Day Chocochip s Cookies400 g, Pack of 4",76,Subcat23,BRITANNIA,OFF-PA-10002195
"BRITANNIA Good Day Cashew Cookies1000 g, Pack of 10",138,Subcat23,BRITANNIA,TEC-AC-10000199
BRITANNIA Potazos Spicy Biscuit71.5 g,20,Subcat23,BRITANNIA,OFF-AP-10004249
BRITANNIA NutriChoice 5 Grain Digestive Multigrain Bisc...200 g,63,Subcat23,BRITANNIA,OFF-AP-10000304
Sunfeast Dark Fantasy Yumfills Cake Cookie Cake253 g,78,Subcat23,Sunfeast,TEC-CO-10004182
BRITANNIA Gold Marie Biscuit950 g,128,Subcat23,BRITANNIA,FUR-NOV-10002791
UNIBIC Fruit and Nut Cookies500 g,76,Subcat23,UNIBIC,OFF-ST-10003020
"BRITANNIA NutriChoice Digestive High Fibre Biscuits Dig...1 kg, Pack of 5",175,Subcat23,BRITANNIA,FUR-TA-10002797
BRITANNIA Treat Cream Vanilla Wafers60 g,20,Subcat23,BRITANNIA,FUR-BO-10000728
OREO Original Chocolatey Cream Sandwich500 g,93,Subcat23,OREO,TEC-CO-10000594
Sunfeast Mom's Magic Cashew and Almonds Cookies584 g,88,Subcat23,Sunfeast,FUR-CH-10000214
"Sunfeast Dark Fantasy Choco Fills Cream Filled600 g, Pack of 2",440,Subcat23,Sunfeast,TEC-PH-10002647
"Sunfeast bounce double cream vanilla and chocolate and ...800 g, Pack of 24",449,Subcat23,Sunfeast,OFF-BRE-10003081
OREO Soft Cake Cookies Chocolate Cookie Cake230 g,499,Subcat23,OREO,TEC-AC-10002881
"OREO Chocolate Crème Pack of 2 Cookies266 g, Pack of 2",285,Subcat23,OREO,FUR-CH-10000666
"OREO Mini Strawberry Flavoured Cream Biscuit Cup (Pack ...61.3 g, Pack of 2",395,Subcat23,OREO,OFF-ST-10002066
"OREO Mini Cup Strawberry & Chocolate Flavoured Cream Bi...244 g, Pack of 4",495,Subcat23,OREO,OFF-LA-10003396
"Sunfeast bounce elichi cream combo pack 800 gm Plain800 g, Pack of 24",475,Subcat23,Sunfeast,OFF-BIC-10000582
"OREO Mini Cup Chocolate & Strawberry Flavoured Cream Bi...122 g, Pack of 2",370,Subcat23,OREO,OFF-ROG-10004393
"OREO Chocolate Wafer Roll,54g Cream Filled54 g",369,Subcat23,OREO,OFF-STI-10000388
"UNIBIC Fruit & Nut Tiffin Pack | Ideal pack to carry in...900 g, Pack of 12",342,Subcat23,UNIBIC,OFF-CAM-10004338
"OREO Chocolate Chip Sandwich Cookies With Blueberry Ice...266 g, Pack of 2",499,Subcat23,OREO,OFF-FA-10002569
"UNIBIC Choco Kiss Cookies750 g, Pack of 3",432,Subcat23,UNIBIC,OFF-ADV-10000213
"Sunfeast DARK FANTASY & YUMFILLS PIE Cookies277 g, Pack of 2",437,Subcat23,Sunfeast,OFF-AR-10003377
Cadbury Moments Oreo Cookies 400 gram Cookies400 g,286,Subcat23,Cadbury,TEC-PH-10002890
Cadbury OREO MOMWNTS Cookies500 g,285,Subcat23,Cadbury,TEC-ENE-10002254
"Sunfeast DARK FANTASY CHOCO FILLS 300 GM X 2 Cream Fill...600 g, Pack of 2",365,Subcat23,Sunfeast,OFF-FA-10002011
"Cadbury Oreo Original Chocolatey Sandwich Biscuit Famil...600 g, Pack of 2",239,Subcat23,Cadbury,OFF-BI-10000666
Sunfeast DARK FANTASY CHOCO FILLS 300 GM Cream Filled300 g,215,Subcat23,Sunfeast,OFF-WIL-10001889
PARLE Premium Elaichi Rusk182 g,29,Subcat24,PARLE,OFF-FA-10001843
PARLE Premium Real Elaichi Rusk5 x 0.2 kg,144,Subcat24,PARLE,TEC-STA-10002497
BRITANNIA Premium Sooji Rusk250 g,47,Subcat24,BRITANNIA,FUR-CH-10000432
BRITANNIA Toastea NA flavored Sooji Rusk700 g,77,Subcat24,BRITANNIA,TEC-PAN-10000577
Pran Family Toast Milk Rusk200 g,41,Subcat24,Pran,TEC-STA-10000893
Pran Toast Garlic Rusk200 g,41,Subcat24,Pran,TEC-KON-10002034
Elite Classic Milk Rusk405 g,57,Subcat24,Elite,TEC-CO-10002271
BRITANNIA Premium Bake Sooji Rusk150 g,35,Subcat24,BRITANNIA,FUR-BO-10001972
Elite Crunchy Milk Rusk270 g,38,Subcat24,Elite,FUR-TA-10002958
Grami Superfoods Artisan Ragi Rusk180 g,69,Subcat24,Grami,FUR-DAN-10001462
BRITANNIA Treat Cream Vanilla Wafers60 g,19,Subcat24,BRITANNIA,OFF-BI-10004593
Dukes Waffy Chocolate flavoured Wafer roll Waffles250 g,70,Subcat24,Dukes,TEC-PH-10003102
BRITANNIA Treat Cream Orange Wafers60 g,19,Subcat24,BRITANNIA,TEC-CO-10003951
BRITANNIA Treat Cream Strawberry Wafers60 g,19,Subcat24,BRITANNIA,OFF-KIT-10001040
Dukes Waffy - Vanilla flavoured creamy & crunchy Wafers2 x 60 g,40,Subcat24,Dukes,OFF-AP-10002534
BRITANNIA Treat Cream Chocolate Wafers60 g,20,Subcat24,BRITANNIA,FUR-ELD-10003131
Dukes Waffy - flavoured creamy & crunchy Wafers2 x 60 g,44,Subcat24,Dukes,OFF-SME-10002740
Dukes Waffy - Chocolate flavoured creamy & crunchy Wafe...2 x 60 g,43,Subcat24,Dukes,TEC-APP-10004049
Veg E Wagon Pista Toast 400 g in Pouch Pista flavored M...400 g,178,Subcat24,Veg,OFF-FA-10004899
"HEALTHY TRENDS WholeWheat Milk Toast - No Maida, Only C...5 x 200 g",416,Subcat24,HEALTHY,TEC-MEM-10004782
tasty trends CAKE RUSK - PACK OF 3 - 975 Grams VANILLA ...3 x 325 g,474,Subcat24,tasty trends,OFF-ST-10001576
tasty trends Milk - Jeera - Combo of Sweet & Salty Bake...2100 g,452,Subcat24,tasty trends,OFF-BI-10000542
tasty trends CAKE RUSK - BIG PACK - 325 GRAMS VANILLA f...325 g,197,Subcat24,tasty trends,OFF-BI-10003429
tasty trends Elaichi Toast 70 gms x 20 packs Elaichi fl...20 x 70 g,330,Subcat24,tasty trends,FUR-HON-10000191
tasty trends JEERA - ELAICHI - COMBO OF NEW FLAVOURS IN...2100 g,494,Subcat24,tasty trends,OFF-ST-10002486
tasty trends Milk Toast 70 gm (Pack of 20 pkts) Milk fl...20 x 70 g,361,Subcat24,tasty trends,OFF-FA-10003058
TT Handmade SOOJI RUSK AND MILK RUSK Cookies (PACK OF 1...16 x 312.5 g,649,Subcat24,TT,OFF-LA-10000305
TT Handmade MILK RUSK Cookies (PACK OF 8) NA flavored M...8 x 350 g,919,Subcat24,TT,OFF-LA-10002782
TT Handmade MILK RUSK Cookies (PACK OF 16) NA flavored ...16 x 350 g,588,Subcat24,TT,OFF-EN-10003577
TT Handmade Milk Rusk NA flavored Milk Rusk4 x 87.5 g,544,Subcat24,TT,OFF-AR-10003560
TT Handmade Sooji Rusk NA flavored Sooji Rusk4 x 275 g,544,Subcat24,TT,OFF-BIN-10001274
TT Handmade SOOJI RUSK AND MILK RUSK Cookies (PACK OF 8...8 x 312.5 g,919,Subcat24,TT,TEC-PH-10004700
NESTLE Milkybar Bars24.5 g,14,Subcat25,Nestle,OFF-ADV-10000331
"NESTLE KITKAT Dessert Delight Divine Choco Pudding, Waf...50 g",51,Subcat25,Nestle,OFF-EN-10001976
Cadbury Dairy Milk Silk Fruit and Nut Bars137 g,149,Subcat25,Cadbury,OFF-SU-10004306
Cadbury Perk Home Treats Chocolate Bars175.5 g,69,Subcat25,Cadbury,TEC-AC-10001735
"NESTLE Munch Chocolate Coated Crunchy Wafer, Share Pack...187.2 g",69,Subcat25,Nestle,TEC-AC-10000736
"NESTLE KITKAT Dessert Delight Heavenly Brownie-Kubes, W...50 g",56,Subcat25,Nestle,OFF-FA-10000353
BRITANNIA Treat Cocoa Creme Roll Croissants45 g,15,Subcat25,Britannia,TEC-AC-10001284
Cadbury Dairy Milk Minis Bars126 g,84,Subcat25,Cadbury,OFF-EN-10001415
Cadbury Dairy Milk Home Treats Chocolate Bars126 g,113,Subcat25,Cadbury,TEC-HEW-10001074
"NESTLE KITKAT Dessert Delight Tempting Truffle, Wafer C...50 g",56,Subcat25,Nestle,TEC-PH-10000705
Cadbury Dairy Milk Silk Fruit and Nut Chocolate Bars55 g,69,Subcat25,Cadbury,OFF-ST-10004060
"NESTLE Kitkat 2 Finger Wafer Bar, Share Bag (7 Units X ...119 g",78,Subcat25,Nestle,TEC-STA-10004181
Lavian Exotique Caramel Truffles40 g,28,Subcat25,Lavian,TEC-EPS-10001644
Priyagold Italiano with Crunchy Chocochips Cookies50 g,40,Subcat25,Priyagold,OFF-TEN-10000433
Cadbury Dairy Milk Chocolate Bars24 g,18,Subcat25,Cadbury,FUR-BO-10002308
Cadbury Dairy Milk Silk Roast Almond Bars143 g,149,Subcat25,Cadbury,OFF-ELD-10004625
Cadbury Bournville Cranberry Dark Chocolate Bars80 g,75,Subcat25,Cadbury,TEC-MA-10003856
NESTLE Kitkat Chocolate coated Wafer Bars38.5 g,27,Subcat25,Nestle,OFF-ST-10004315
Cadbury 5 Star Home Treats Bars200 g,104,Subcat25,Cadbury,OFF-STA-10003756
Cadbury Dairy Milk Silk Chocolate Bars60 g,71,Subcat25,Cadbury,OFF-ST-10000806
Cadbury Dairy Milk Silk Roast Almond Bars6 x 58 g,390,Subcat25,Cadbury,OFF-EN-10001771
Cadbury Bournville Cranberry Dark Chocolate Bars5 x 80 g,400,Subcat25,Cadbury,OFF-PA-10000935
Cadbury Bournville Dark Chocolate Bar with Fruit & Nut ...4 x 80 g,328,Subcat25,Cadbury,FUR-ELD-10003828
Cadbury Dairy Milk Silk Chocolate Bars6 x 60 g,418,Subcat25,Cadbury,OFF-EN-10001975
Cadbury Dairy Milk Silk Oreo Chocolate Bars3 x 130 g,472,Subcat25,Cadbury,FUR-DEF-10000810
Cadbury Dairy Milk Silk Bubbly Chocolate Bars6 x 50 g,446,Subcat25,Cadbury,FUR-CH-10001130
FERRERO ROCHER Truffles200 g,470,Subcat25,Ferrero,OFF-IBI-10004916
Cadbury Bournville 50% Cocoa Dark Chocolate Bars5 x 80 g,402,Subcat25,Cadbury,TEC-PH-10004578
Cadbury Milk Silk Oreo Red Velvet Bars3 x 130 g,472,Subcat25,Cadbury,OFF-AR-10000097
FERRERO ROCHER Moments Truffles139.2 g,320,Subcat25,Ferrero,OFF-BI-10004828
Cadbury Nutties Chocolate Brittles10 x 30 g,360,Subcat25,Cadbury,OFF-ST-10004141
Cadbury Dairy Milk Silk Hazelnut Chocolate Bars6 x 58 g,446,Subcat25,Cadbury,OFF-BI-10001399
Cadbury Celebrations Premium Assorted Chocolate Gift Pa...268 g,352,Subcat25,Cadbury,OFF-LA-10004430
m&m's Milk Chocolate Candies Bars4 x 75 g,352,Subcat25,M&M's,OFF-LA-10002195
BOUNTY Chocolate 57g (pack of 12) Bars12 x 57 g,633,Subcat25,Bounty,OFF-ELD-10000024
Kinder JOY Milk Fudges8 x 20 g,353,Subcat25,Kinder,OFF-BI-10003981
BOUNTY Miniatures Coconut Filled Chocolates Bars3 x 170 g,393,Subcat25,Bounty,OFF-BI-10000168
Cadbury Dairy Milk Silk Pralines Classic and Dark Bars176 g,451,Subcat25,Cadbury,FUR-LES-10002026
Cadbury Dairy Milk Silk Roast Almond Chocolate Bars6 x 58 g,446,Subcat25,Cadbury,FUR-BO-10001216
Cadbury Celebrations Premium Selection Assorted Gift Pa...281 g,311,Subcat25,Cadbury,TEC-AC-10002649
Boomer Strawberry Flavoured Chewing Gum Big Jar Strawbe...782 g,175,Subcat26,Boomer,FUR-CH-10002966
Wrigleys Boomer Strawberry Chewing Gum18.6 g,8,Subcat26,Wrigleys,FUR-TA-10001494
Orbit Sugarfree Pot Mixed Fruit Chewing Gum22 g,36,Subcat26,Orbit,FUR-TA-10004086
Orbit Sugarfree Tube Spearmint Chewing Gum22 g,42,Subcat26,Orbit,TEC-PH-10000303
Happydent Wave with Xylitol Mint Chewing Gum28.9 g,41,Subcat26,Happydent,OFF-ST-10000877
Happydent Wave with Xylitol Fruits Chewing Gum28.9 g,44,Subcat26,Happydent,TEC-MA-10003146
Mentos Sugarfree Freshmint Chewing Gum54.6 g,69,Subcat26,Mentos,OFF-AR-10001714
Orbit Sugarfree Tube Sweetmint Chewing Gum22 g,39,Subcat26,Orbit,TEC-CO-10004027
Orbit Sugarfree Home Pack Spearmint Chewing Gum59.4 g,79,Subcat26,Orbit,OFF-AP-10002709
Mentos Pure Fresh Sugarfree Spearmint Chewing Gum54.6 g,81,Subcat26,Mentos,TEC-PH-10004618
Mentos Sugarfree Spearmint Chewing Gum54.6 g,80,Subcat26,Mentos,OFF-ROG-10002132
Orbit Sugarfree Home Pack Mixed Fruit Chewing Gum59.4 g,75,Subcat26,Orbit,TEC-KON-10001388
Center Fruit Soft Chews Candy Assorted Chewing Gum33 g,44,Subcat26,Center,OFF-PA-10004613
Orbit Mango Chewing Gum22 g,43,Subcat26,Orbit,OFF-BI-10000813
Orbit Sugarfree Pot Spearmint Chewing Gum22 g,39,Subcat26,Orbit,OFF-SU-10004663
Orbit Sugarfree Tube Mixed Fruit Chewing Gum22 g,39,Subcat26,Orbit,OFF-ST-10004293
Orbit Sugarfree Pot Sweetmint Chewing Gum22 g,42,Subcat26,Orbit,OFF-SU-10004177
Mentos Pure Breath Fresh Mint Chewing Gum54.6 g,81,Subcat26,Mentos,FUR-FU-10001475
Wrigley Orbit 22g Mixed Fruit Chewing Gum22 g,47,Subcat26,Wrigley,OFF-ROG-10004949
Happydent Xylitol Sugarfree Spearmint Chewing Gum24.2 g,41,Subcat26,Happydent,TEC-MEM-10000919
Orbit Spearmint Chewing Gum8 x 22 g,344,Subcat26,Orbit,OFF-FA-10004813
Orbit Mixed Fruit Chewing Gum8 x 22 g,344,Subcat26,Orbit,OFF-BIN-10003327
Orbit Sweetmint Chewing Gum8 x 22 g,344,Subcat26,Orbit,OFF-ST-10004496
Wrigleys Hubba Bubba Mega Long Triple Mix 56g Triple mi...56 g,340,Subcat26,Wrigleys,OFF-ACM-10000476
Wrigleys Hubba Bubba Mega Long (IMPORTED) Snappy Strawb...56 g,297,Subcat26,Wrigleys,OFF-AP-10001138
batook Banana Banana Chewing Gum10 x 25 g,440,Subcat26,batook,OFF-SU-10004872
Wrigleys Hubba Bubba Chunky and Bubbly Bubble Gum Origi...700 g,1349,Subcat26,Wrigleys,OFF-HON-10000966
batook Specialmint Specialmint Chewing Gum10 x 1.25 g,429,Subcat26,batook,OFF-XER-10003901
batook ORANGE 5 STICK IMPORTED CHEWING GUM ( 5 STICK X ...250 g,380,Subcat26,batook,FUR-RUB-10002021
marukawa Fusen bubble gum Strawberry Chewing Gum249 g,439,Subcat26,marukawa,TEC-AC-10003105
Wrigleys Hubba Bubba Fancy Fruit Pack Of 2 (56g) Fancy ...2 x 56 g,399,Subcat26,Wrigleys,OFF-AVE-10004827
"Wrigleys Spearmint Rain 40.5g (pack of 2), 81g Spearmin...2 x 40.5 g",470,Subcat26,Wrigleys,OFF-AR-10003680
Mondelez International Trident Sugar Free Cinnamon Chew...12 x 26.58 g,1399,Subcat26,Mondelez,OFF-BI-10003903
batook SPECIALMINT 5 STICK IMPORTED CHEWING GUM BOX ( 5...250 g,395,Subcat26,batook,OFF-EN-10004459
Mondelez International Trident Tropical Twist Sugar Fre...12 x 23.75 g,1100,Subcat26,Mondelez,OFF-BIN-10004512
Wrigleys Hubba Bubba Bubble Gum Chunky and Bubbly Serio...3 x 35 g,249,Subcat26,Wrigleys,OFF-FA-10002491
"SurpriseForU TRIDENT Sugar Free Chewing Gum Spearmint, ...26 g",139,Subcat26,SurpriseForU,OFF-TEN-10000360
"Wrigleys Hubba Bubba Fancy Fruit Mega Long , 56g Fancy ...56 g",239,Subcat26,Wrigleys,OFF-LA-10000784
batook Sticks Special Mint Gum special mint Chewing Gum20 x 1 g,449,Subcat26,batook,OFF-STA-10000155
"Tosca Jawbreaker Strawberry, Green Apple & Cola Flavour...3 x 126.67 g",314,Subcat26,Tosca,TEC-PH-10000720
